Código Departamento;Código Municipio;Código Centro Poblado;Nombre Departamento;Nombre Municipio;Nombre Centro Poblado;Tipo
17;17541;17541013;CALDAS;PENSILVANIA;LA TORRE;CAS
17;17541;17541015;CALDAS;PENSILVANIA;LA SOLEDAD ALTA;CAS
17;17541;17541016;CALDAS;PENSILVANIA;AGUABONITA;CAS
17;17614;17614000;CALDAS;RIOSUCIO;RIOSUCIO;CM
17;17614;17614001;CALDAS;RIOSUCIO;BONAFONT;C
17;17614;17614003;CALDAS;RIOSUCIO;EL SALADO;CAS
17;17614;17614004;CALDAS;RIOSUCIO;FLORENCIA;CAS
17;17614;17614005;CALDAS;RIOSUCIO;QUIEBRALOMO;CAS
17;17614;17614006;CALDAS;RIOSUCIO;SAN LORENZO;C
17;17614;17614008;CALDAS;RIOSUCIO;IBERIA;CAS
17;17614;17614010;CALDAS;RIOSUCIO;SIPIRRA;CAS
17;17614;17614014;CALDAS;RIOSUCIO;SAN JERÓNIMO;CAS
17;17614;17614017;CALDAS;RIOSUCIO;PUEBLO VIEJO;CAS
17;17614;17614021;CALDAS;RIOSUCIO;LAS ESTANCIAS;CAS
17;17614;17614022;CALDAS;RIOSUCIO;LA PLAYA - IMURRA;CAS
17;17614;17614023;CALDAS;RIOSUCIO;TUMBABARRETO;CAS
17;17616;17616000;CALDAS;RISARALDA;RISARALDA;CM
17;17616;17616001;CALDAS;RISARALDA;ALTO DE ARAUCA;IPM
17;17616;17616004;CALDAS;RISARALDA;QUIEBRA SANTA BÁRBARA;CAS
17;17616;17616008;CALDAS;RISARALDA;QUIEBRA VARILLAS;CAS
17;17616;17616011;CALDAS;RISARALDA;CALLE LARGA;CAS
17;17653;17653000;CALDAS;SALAMINA;SALAMINA;CM
17;17653;17653004;CALDAS;SALAMINA;VEREDA LA UNION;CP
17;17653;17653007;CALDAS;SALAMINA;SAN FÉLIX;C
17;17662;17662000;CALDAS;SAMANÁ;SAMANÁ;CM
17;17662;17662001;CALDAS;SAMANÁ;BERLÍN;C
17;17662;17662003;CALDAS;SAMANÁ;FLORENCIA;C
17;17662;17662004;CALDAS;SAMANÁ;ENCIMADAS;C
17;17662;17662005;CALDAS;SAMANÁ;LOS POMOS;CAS
17;17662;17662007;CALDAS;SAMANÁ;SAN DIEGO;C
17;17662;17662008;CALDAS;SAMANÁ;RANCHOLARGO;CAS
17;17662;17662012;CALDAS;SAMANÁ;EL CONGAL;CAS
17;17665;17665000;CALDAS;SAN JOSÉ;SAN JOSÉ;CM
17;17665;17665001;CALDAS;SAN JOSÉ;LA LIBERTAD;CAS
17;17665;17665002;CALDAS;SAN JOSÉ;PRIMAVERA ALTA;CAS
17;17665;17665004;CALDAS;SAN JOSÉ;CONDOMINIOS VALLES DE ACAPULCO Y LOS SEIS Y PUNTO;CP
17;17777;17777000;CALDAS;SUPÍA;SUPÍA;CM
17;17777;17777003;CALDAS;SUPÍA;LA QUINTA;CAS
17;17777;17777005;CALDAS;SUPÍA;HOJAS ANCHAS;CAS
17;17777;17777008;CALDAS;SUPÍA;GUAMAL;CAS
17;17777;17777010;CALDAS;SUPÍA;PUERTO NUEVO;CAS
17;17867;17867000;CALDAS;VICTORIA;VICTORIA;CM
17;17867;17867001;CALDAS;VICTORIA;CAÑAVERAL;CAS
17;17867;17867003;CALDAS;VICTORIA;ISAZA;C
17;17867;17867004;CALDAS;VICTORIA;LA PRADERA;C
17;17867;17867005;CALDAS;VICTORIA;EL LLANO;CAS
17;17867;17867007;CALDAS;VICTORIA;LA FE;CAS
17;17873;17873000;CALDAS;VILLAMARÍA;VILLAMARÍA;CM
17;17873;17873001;CALDAS;VILLAMARÍA;ALTO DE LA CRUZ - LOS CUERVOS;IPM
17;17873;17873002;CALDAS;VILLAMARÍA;EL PINDO;IPM
17;17873;17873003;CALDAS;VILLAMARÍA;LLANITOS;CAS
17;17873;17873004;CALDAS;VILLAMARÍA;RIOCLARO;CAS
17;17873;17873006;CALDAS;VILLAMARÍA;SAN JULIÁN;CAS
17;17873;17873007;CALDAS;VILLAMARÍA;MIRAFLORES;IPM
17;17873;17873008;CALDAS;VILLAMARÍA;ALTO VILLARAZO;CAS
17;17873;17873010;CALDAS;VILLAMARÍA;GALLINAZO;CAS
17;17873;17873011;CALDAS;VILLAMARÍA;LA NUEVA PRIMAVERA;CAS
17;17873;17873014;CALDAS;VILLAMARÍA;LA FLORESTA;CAS
17;17873;17873015;CALDAS;VILLAMARÍA;BAJO ARROYO;CAS
17;17873;17873016;CALDAS;VILLAMARÍA;COROZAL;CAS
17;17873;17873017;CALDAS;VILLAMARÍA;PARTIDAS;CAS
17;17873;17873018;CALDAS;VILLAMARÍA;GRANJA AGRÍCOLA LA PAZ;CAS
17;17873;17873019;CALDAS;VILLAMARÍA;NUEVO RÍO CLARO;CAS
17;17877;17877000;CALDAS;VITERBO;VITERBO;CM
17;17877;17877002;CALDAS;VITERBO;EL SOCORRO;CAS
17;17877;17877006;CALDAS;VITERBO;ALTOS DE JAEN;CAS
17;17877;17877007;CALDAS;VITERBO;EL FARO;CAS
17;17877;17877008;CALDAS;VITERBO;EL REMANSO;CAS
17;17877;17877009;CALDAS;VITERBO;LA ESMERALDA;CAS
17;17877;17877010;CALDAS;VITERBO;LOS ALCARAVANES;CAS
17;17877;17877011;CALDAS;VITERBO;LOS ANDES;CAS
17;17877;17877012;CALDAS;VITERBO;QUINTAS DE CATALINA;CAS
17;17877;17877013;CALDAS;VITERBO;BOSQUES DEL PALMAR;CAS
17;17877;17877014;CALDAS;VITERBO;VILLA DEL RÍO;CAS
18;18001;18001000;CAQUETÁ;FLORENCIA;FLORENCIA;CM
18;18001;18001004;CAQUETÁ;FLORENCIA;SAN ANTONIO DE ATENAS;CP
18;18001;18001005;CAQUETÁ;FLORENCIA;SANTANA LAS HERMOSAS;CP
18;18001;18001006;CAQUETÁ;FLORENCIA;LA ESPERANZA;CP
18;18001;18001007;CAQUETÁ;FLORENCIA;NORCACIA;CP
18;18001;18001009;CAQUETÁ;FLORENCIA;EL PARA;CAS
18;18001;18001010;CAQUETÁ;FLORENCIA;SAN GUILLERMO;CAS
18;18001;18001024;CAQUETÁ;FLORENCIA;PUERTO ARANGO;CP
18;18029;18029000;CAQUETÁ;ALBANIA;ALBANIA;CM
18;18029;18029003;CAQUETÁ;ALBANIA;DORADO;IPM
18;18029;18029004;CAQUETÁ;ALBANIA;VERSALLES;CAS
18;18029;18029005;CAQUETÁ;ALBANIA;EL PARAÍSO;CAS
18;18094;18094000;CAQUETÁ;BELÉN DE LOS ANDAQUÍES;BELÉN DE LOS ANDAQUÍES;CM
18;18094;18094001;CAQUETÁ;BELÉN DE LOS ANDAQUÍES;EL PORTAL LA MONO;CAS
18;18094;18094003;CAQUETÁ;BELÉN DE LOS ANDAQUÍES;PUERTO TORRES;CAS
18;18094;18094005;CAQUETÁ;BELÉN DE LOS ANDAQUÍES;PUEBLO NUEVO LOS ÁNGELES;CAS
18;18094;18094008;CAQUETÁ;BELÉN DE LOS ANDAQUÍES;ALETONES;CAS
18;18094;18094009;CAQUETÁ;BELÉN DE LOS ANDAQUÍES;SAN ANTONIO DE PADUA;CAS
18;18150;18150000;CAQUETÁ;CARTAGENA DEL CHAIRÁ;CARTAGENA DEL CHAIRÁ;CM
18;18150;18150001;CAQUETÁ;CARTAGENA DEL CHAIRÁ;REMOLINO DEL CAGUÁN;IPD
18;18150;18150002;CAQUETÁ;CARTAGENA DEL CHAIRÁ;SANTA FE DEL CAGUÁN;IPD
18;18150;18150003;CAQUETÁ;CARTAGENA DEL CHAIRÁ;MONSERRATE;CAS
18;18150;18150004;CAQUETÁ;CARTAGENA DEL CHAIRÁ;PEÑAS COLORADAS;CAS
18;18150;18150005;CAQUETÁ;CARTAGENA DEL CHAIRÁ;EL GUAMO;CAS
18;18150;18150006;CAQUETÁ;CARTAGENA DEL CHAIRÁ;PUERTO CAMELIA;CAS
18;18150;18150007;CAQUETÁ;CARTAGENA DEL CHAIRÁ;SANTO DOMINGO;CAS
18;18150;18150008;CAQUETÁ;CARTAGENA DEL CHAIRÁ;LOS CRISTALES;CAS
18;18150;18150009;CAQUETÁ;CARTAGENA DEL CHAIRÁ;RISARALDA;CAS
18;18150;18150010;CAQUETÁ;CARTAGENA DEL CHAIRÁ;BOLIVIA;CAS
18;18150;18150011;CAQUETÁ;CARTAGENA DEL CHAIRÁ;CUMARALES;CP
18;18150;18150012;CAQUETÁ;CARTAGENA DEL CHAIRÁ;EL CAFÉ;CP
18;18150;18150013;CAQUETÁ;CARTAGENA DEL CHAIRÁ;NÁPOLES;CP
18;18150;18150014;CAQUETÁ;CARTAGENA DEL CHAIRÁ;PEÑAS BLANCAS;CP
18;18205;18205000;CAQUETÁ;CURILLO;CURILLO;CM
18;18205;18205001;CAQUETÁ;CURILLO;SALAMINA;IP
18;18205;18205002;CAQUETÁ;CURILLO;NOVIA PUERTO VALDIVIA;CP
18;18205;18205003;CAQUETÁ;CURILLO;PALIZADAS;CP
18;18247;18247000;CAQUETÁ;EL DONCELLO;EL DONCELLO;CM
18;18247;18247001;CAQUETÁ;EL DONCELLO;MAGUARE;IPD
18;18247;18247002;CAQUETÁ;EL DONCELLO;PUERTO MANRIQUE;IPD
18;18247;18247004;CAQUETÁ;EL DONCELLO;PUERTO HUNGRÍA;CP
18;18247;18247005;CAQUETÁ;EL DONCELLO;RIONEGRO;IPD
18;18247;18247006;CAQUETÁ;EL DONCELLO;EL BERLÍN;CP
18;18247;18247007;CAQUETÁ;EL DONCELLO;PEÑAS NEGRAS;CP
18;18256;18256000;CAQUETÁ;EL PAUJÍL;EL PAUJÍL;CM
18;18256;18256001;CAQUETÁ;EL PAUJÍL;VERSALLES;CAS
18;18256;18256002;CAQUETÁ;EL PAUJÍL;BOLIVIA;CAS
18;18410;18410000;CAQUETÁ;LA MONTAÑITA;LA MONTAÑITA;CM
18;18410;18410001;CAQUETÁ;LA MONTAÑITA;SANTUARIO;IP
18;18410;18410002;CAQUETÁ;LA MONTAÑITA;LA UNIÓN PENEYA;IP
18;18410;18410005;CAQUETÁ;LA MONTAÑITA;EL TRIUNFO;IP
18;18410;18410006;CAQUETÁ;LA MONTAÑITA;MATEGUADUA;IP
18;18410;18410007;CAQUETÁ;LA MONTAÑITA;SAN ISIDRO;CAS
18;18410;18410008;CAQUETÁ;LA MONTAÑITA;MIRAMAR;CAS
18;18410;18410009;CAQUETÁ;LA MONTAÑITA;PUERTO BRASILIA;CAS
18;18410;18410010;CAQUETÁ;LA MONTAÑITA;PUERTO GAITÁN;CAS
18;18410;18410012;CAQUETÁ;LA MONTAÑITA;REINA BAJA;CAS
18;18460;18460000;CAQUETÁ;MILÁN;MILÁN;CM
18;18460;18460001;CAQUETÁ;MILÁN;SAN ANTONIO DE GETUCHA;IP
18;18460;18460003;CAQUETÁ;MILÁN;MATICURU - GRANARIO;IPD
18;18460;18460004;CAQUETÁ;MILÁN;LA RASTRA;CAS
18;18460;18460005;CAQUETÁ;MILÁN;REMOLINOS DE ARICUNTÍ;IPM
18;18460;18460007;CAQUETÁ;MILÁN;LA ILUSIÓN;IPM
18;18460;18460008;CAQUETÁ;MILÁN;AGUA BLANCA;CP
18;18460;18460009;CAQUETÁ;MILÁN;REMOLINO BAJO ORTEGUAZA;CP
18;18479;18479000;CAQUETÁ;MORELIA;MORELIA;CM
18;18592;18592000;CAQUETÁ;PUERTO RICO;PUERTO RICO;CM
18;18592;18592002;CAQUETÁ;PUERTO RICO;RIONEGRO;IP
18;18592;18592003;CAQUETÁ;PUERTO RICO;LUSITANIA;IPD
18;18592;18592004;CAQUETÁ;PUERTO RICO;SANTANA RAMOS;IPD
18;18592;18592005;CAQUETÁ;PUERTO RICO;LA ESMERALDA;IP
18;18592;18592006;CAQUETÁ;PUERTO RICO;LA AGUILILLA;IPD
18;18610;18610000;CAQUETÁ;SAN JOSÉ DEL FRAGUA;SAN JOSÉ DEL FRAGUA;CM
18;18610;18610001;CAQUETÁ;SAN JOSÉ DEL FRAGUA;FRAGUITA;IPD
18;18610;18610002;CAQUETÁ;SAN JOSÉ DEL FRAGUA;YURAYACO;IPD
18;18610;18610003;CAQUETÁ;SAN JOSÉ DEL FRAGUA;SABALETA;CAS
18;18610;18610004;CAQUETÁ;SAN JOSÉ DEL FRAGUA;CRISTAL;CP
18;18753;18753000;CAQUETÁ;SAN VICENTE DEL CAGUÁN;SAN VICENTE DEL CAGUÁN;CM
18;18753;18753001;CAQUETÁ;SAN VICENTE DEL CAGUÁN;CIUDAD YARÍ;IPD
18;18753;18753002;CAQUETÁ;SAN VICENTE DEL CAGUÁN;GUACAMAYAS;IPD
18;18753;18753003;CAQUETÁ;SAN VICENTE DEL CAGUÁN;BALSILLAS (SAN LUIS DEL OSO);IPD
18;18753;18753004;CAQUETÁ;SAN VICENTE DEL CAGUÁN;CAMPO HERMOSO;IPM
18;18753;18753006;CAQUETÁ;SAN VICENTE DEL CAGUÁN;EL RECREO;IPD
18;18753;18753007;CAQUETÁ;SAN VICENTE DEL CAGUÁN;TRES ESQUINAS;IPM
18;18753;18753009;CAQUETÁ;SAN VICENTE DEL CAGUÁN;PUERTO BETANIA;IP
18;18753;18753010;CAQUETÁ;SAN VICENTE DEL CAGUÁN;GIBRALTAR;IP
18;18753;18753011;CAQUETÁ;SAN VICENTE DEL CAGUÁN;LOS POZOS;IP
18;18753;18753012;CAQUETÁ;SAN VICENTE DEL CAGUÁN;SANTA ROSA;IPM
18;18753;18753013;CAQUETÁ;SAN VICENTE DEL CAGUÁN;TRONCALES;CAS
18;18753;18753015;CAQUETÁ;SAN VICENTE DEL CAGUÁN;GUAYABAL;CAS
18;18753;18753016;CAQUETÁ;SAN VICENTE DEL CAGUÁN;LA SOMBRA;CAS
18;18753;18753017;CAQUETÁ;SAN VICENTE DEL CAGUÁN;SAN JUAN DE LOZADA;CAS
18;18753;18753018;CAQUETÁ;SAN VICENTE DEL CAGUÁN;ALTO PALERMO;CP
18;18753;18753019;CAQUETÁ;SAN VICENTE DEL CAGUÁN;CRISTO REY;CP
18;18753;18753020;CAQUETÁ;SAN VICENTE DEL CAGUÁN;DELICIAS;CP
18;18753;18753021;CAQUETÁ;SAN VICENTE DEL CAGUÁN;EL RUBY;CP
18;18753;18753022;CAQUETÁ;SAN VICENTE DEL CAGUÁN;LA CRISTALINA;CP
18;18753;18753023;CAQUETÁ;SAN VICENTE DEL CAGUÁN;LA TUNIA (CAQUETANIA);CP
18;18753;18753024;CAQUETÁ;SAN VICENTE DEL CAGUÁN;LUZ GRANDE LOS ANGELES;CP
18;18753;18753025;CAQUETÁ;SAN VICENTE DEL CAGUÁN;PLAYA RICA;CP
18;18753;18753026;CAQUETÁ;SAN VICENTE DEL CAGUÁN;PUERTO LOZADA;CP
18;18753;18753027;CAQUETÁ;SAN VICENTE DEL CAGUÁN;ROVIRA;CP
18;18753;18753028;CAQUETÁ;SAN VICENTE DEL CAGUÁN;YAGUARÁ II;CP
18;18756;18756000;CAQUETÁ;SOLANO;SOLANO;CM
18;18756;18756001;CAQUETÁ;SOLANO;ARARACUARA;IPD
18;18756;18756004;CAQUETÁ;SOLANO;EL DANUBIO;IPD
18;18756;18756005;CAQUETÁ;SOLANO;PEÑAS BLANCAS;IPD
18;18756;18756006;CAQUETÁ;SOLANO;CUEMANI;IPD
18;18756;18756007;CAQUETÁ;SOLANO;MONONGUETE;IPD
18;18756;18756008;CAQUETÁ;SOLANO;PUERTO TEJADA;IPD
18;18756;18756009;CAQUETÁ;SOLANO;PEÑA ROJA;CAS
18;18756;18756010;CAQUETÁ;SOLANO;LA MANÁ;IPD
18;18785;18785000;CAQUETÁ;SOLITA;SOLITA;CM
18;18785;18785001;CAQUETÁ;SOLITA;KILÓMETRO 28;CP
18;18785;18785002;CAQUETÁ;SOLITA;KILÓMETRO 30;CP
18;18785;18785003;CAQUETÁ;SOLITA;PUERTO BOLIVIA;CP
18;18785;18785004;CAQUETÁ;SOLITA;SINAÍ;CP
18;18785;18785005;CAQUETÁ;SOLITA;UNIÓN SINCELEJO;CP
18;18860;18860000;CAQUETÁ;VALPARAÍSO;VALPARAÍSO;CM
18;18860;18860001;CAQUETÁ;VALPARAÍSO;SANTIAGO DE LA SELVA;IPD
18;18860;18860002;CAQUETÁ;VALPARAÍSO;KILÓMETRO 18;IP
18;18860;18860005;CAQUETÁ;VALPARAÍSO;PLAYA RICA;IPD
19;19001;19001000;CAUCA;POPAYÁN;POPAYÁN;CM
19;19001;19001001;CAUCA;POPAYÁN;CAJETE;C
19;19001;19001002;CAUCA;POPAYÁN;CALIBÍO;C
19;19001;19001003;CAUCA;POPAYÁN;EL CHARCO;C
19;19001;19001004;CAUCA;POPAYÁN;EL PLACER;CAS
19;19001;19001005;CAUCA;POPAYÁN;EL TABLÓN;CAS
19;19001;19001006;CAUCA;POPAYÁN;FIGUEROA;C
19;19001;19001007;CAUCA;POPAYÁN;JULUMITO;C
19;19001;19001008;CAUCA;POPAYÁN;LA REJOYA;C
19;19001;19001009;CAUCA;POPAYÁN;LA YUNGA;C
19;19001;19001010;CAUCA;POPAYÁN;LAS MERCEDES;C
19;19001;19001011;CAUCA;POPAYÁN;LAS PIEDRAS;C
19;19001;19001013;CAUCA;POPAYÁN;PUEBLILLO ALTO;IPM
19;19001;19001014;CAUCA;POPAYÁN;PUELENJE;C
19;19001;19001015;CAUCA;POPAYÁN;QUINTANA;CAS
19;19001;19001016;CAUCA;POPAYÁN;SAMANGA;C
19;19001;19001017;CAUCA;POPAYÁN;SAN RAFAEL;C
19;19001;19001018;CAUCA;POPAYÁN;SANTA BÁRBARA;C
19;19001;19001019;CAUCA;POPAYÁN;SANTA ROSA;C
19;19001;19001020;CAUCA;POPAYÁN;YANACONAS;CAS
19;19001;19001021;CAUCA;POPAYÁN;EL SENDERO;C
19;19001;19001023;CAUCA;POPAYÁN;LA MESETA;C
19;19001;19001024;CAUCA;POPAYÁN;EL CANELO;C
19;19001;19001025;CAUCA;POPAYÁN;POBLAZÓN;CAS
19;19001;19001026;CAUCA;POPAYÁN;SAMUEL SILVERIO;CAS
19;19001;19001027;CAUCA;POPAYÁN;CRUCERO DE PUELENJE;CP
19;19001;19001028;CAUCA;POPAYÁN;EL SALVADOR;CP
19;19001;19001029;CAUCA;POPAYÁN;EL TÚNEL;CP
19;19001;19001030;CAUCA;POPAYÁN;JULUMITO ALTO;CP
19;19001;19001031;CAUCA;POPAYÁN;LA CABUYERA;CP
19;19001;19001032;CAUCA;POPAYÁN;LA PLAYA;CP
19;19001;19001033;CAUCA;POPAYÁN;LAME;CP
19;19001;19001034;CAUCA;POPAYÁN;RÍO BLANCO;CP
19;19001;19001035;CAUCA;POPAYÁN;VEREDA DE TORRES;C
19;19001;19001036;CAUCA;POPAYÁN;EL ARENAL;CP
19;19001;19001037;CAUCA;POPAYÁN;JARDINES DE PAZ;CP
19;19001;19001038;CAUCA;POPAYÁN;LA FORTALEZA;CP
19;19001;19001039;CAUCA;POPAYÁN;PARCELACIÓN ATARDECERES DE LA PRADERA;CP
19;19022;19022000;CAUCA;ALMAGUER;ALMAGUER;CM
19;19022;19022001;CAUCA;ALMAGUER;CAQUIONA;C
19;19022;19022003;CAUCA;ALMAGUER;TABLÓN;C
19;19022;19022004;CAUCA;ALMAGUER;LLACUANAS;C
19;19022;19022009;CAUCA;ALMAGUER;SAUJÍ;C
19;19022;19022013;CAUCA;ALMAGUER;SAN JORGE HERRADURA;CAS
19;19022;19022014;CAUCA;ALMAGUER;LA HONDA;C
19;19050;19050000;CAUCA;ARGELIA;ARGELIA;CM
19;19050;19050001;CAUCA;ARGELIA;EL MANGO;C
19;19050;19050002;CAUCA;ARGELIA;LA BELLEZA;C
19;19050;19050003;CAUCA;ARGELIA;BETANIA;C
19;19050;19050005;CAUCA;ARGELIA;EL DIVISO;C
19;19050;19050006;CAUCA;ARGELIA;EL PLATEADO;C
19;19050;19050007;CAUCA;ARGELIA;SINAÍ;C
19;19050;19050010;CAUCA;ARGELIA;EL NARANJAL;C
19;19050;19050011;CAUCA;ARGELIA;BOTAFOGO;CP
19;19050;19050012;CAUCA;ARGELIA;CRISTALES ALTO;CP
19;19050;19050013;CAUCA;ARGELIA;EL PLAN;CP
19;19050;19050014;CAUCA;ARGELIA;LAS PERLAS;CP
19;19050;19050015;CAUCA;ARGELIA;PUENTE TIERRA;CP
19;19050;19050016;CAUCA;ARGELIA;PUERTO RICO;CP
19;19050;19050017;CAUCA;ARGELIA;SAN JUAN GUADUA;CP
19;19075;19075000;CAUCA;BALBOA;BALBOA;CM
19;19075;19075001;CAUCA;BALBOA;LA PLANADA;C
19;19075;19075002;CAUCA;BALBOA;OLAYA;C
19;19075;19075003;CAUCA;BALBOA;SAN ALFONSO;C
19;19075;19075005;CAUCA;BALBOA;LA BERMEJA;C
19;19075;19075006;CAUCA;BALBOA;PURETO;C
19;19075;19075007;CAUCA;BALBOA;GUADALITO;C
19;19075;19075008;CAUCA;BALBOA;LA LOMITA;C
19;19075;19075009;CAUCA;BALBOA;EL VIJAL;C
19;19075;19075010;CAUCA;BALBOA;BERMEJA ALTA;CP
19;19075;19075011;CAUCA;BALBOA;PARAÍSO;CP
19;19100;19100000;CAUCA;BOLÍVAR;BOLÍVAR;CM
19;19100;19100001;CAUCA;BOLÍVAR;CAPELLANÍAS;C
19;19100;19100005;CAUCA;BOLÍVAR;EL CARMEN;C
19;19100;19100006;CAUCA;BOLÍVAR;EL RODEO;C
19;19100;19100007;CAUCA;BOLÍVAR;GUACHICONO;C
19;19100;19100008;CAUCA;BOLÍVAR;LA CUMBRE DE SANTA INÉS;IPD
19;19100;19100011;CAUCA;BOLÍVAR;LAS CASCADAS;IPD
19;19100;19100012;CAUCA;BOLÍVAR;LAS CEJAS;C
19;19100;19100013;CAUCA;BOLÍVAR;LERMA;C
19;19100;19100015;CAUCA;BOLÍVAR;LOS MILAGROS;C
19;19100;19100016;CAUCA;BOLÍVAR;LOS RASTROJOS;C
19;19100;19100018;CAUCA;BOLÍVAR;MELCHOR;C
19;19100;19100019;CAUCA;BOLÍVAR;SAN JOSÉ DEL MORRO;IPD
19;19100;19100020;CAUCA;BOLÍVAR;SAN JUAN;C
19;19100;19100021;CAUCA;BOLÍVAR;SAN LORENZO;C
19;19100;19100022;CAUCA;BOLÍVAR;SAN MIGUEL;C
19;19100;19100038;CAUCA;BOLÍVAR;LA ESPERANZA;IP
19;19100;19100041;CAUCA;BOLÍVAR;LA CARBONERA;C
19;19100;19100042;CAUCA;BOLÍVAR;EL MORRO;C
19;19100;19100044;CAUCA;BOLÍVAR;VILLA NUEVA;IPM
19;19110;19110000;CAUCA;BUENOS AIRES;BUENOS AIRES;CM
19;19110;19110006;CAUCA;BUENOS AIRES;EL PORVENIR;C
19;19110;19110007;CAUCA;BUENOS AIRES;HONDURAS;IPM
19;19110;19110008;CAUCA;BUENOS AIRES;LA BALSA;IPM
19;19110;19110010;CAUCA;BUENOS AIRES;SAN IGNACIO;IPM
19;19110;19110012;CAUCA;BUENOS AIRES;TIMBA;C
19;19110;19110013;CAUCA;BUENOS AIRES;EL CERAL;C
19;19110;19110016;CAUCA;BUENOS AIRES;SAN FRANCISCO;CAS
19;19110;19110017;CAUCA;BUENOS AIRES;LA VENTURA;CAS
19;19110;19110020;CAUCA;BUENOS AIRES;EL LLANITO;IPD
19;19110;19110025;CAUCA;BUENOS AIRES;PALOBLANCO;IPM
19;19110;19110026;CAUCA;BUENOS AIRES;BELLAVISTA;IPD
19;19110;19110029;CAUCA;BUENOS AIRES;LA ESPERANZA;CAS
19;19110;19110030;CAUCA;BUENOS AIRES;MUNCHIQUE;CAS
19;19130;19130000;CAUCA;CAJIBÍO;CAJIBÍO;CM
19;19130;19130001;CAUCA;CAJIBÍO;CAMPOALEGRE;IPD
19;19130;19130002;CAUCA;CAJIBÍO;CHAUX;IPM
19;19130;19130003;CAUCA;CAJIBÍO;DINDE;IPD
19;19130;19130004;CAUCA;CAJIBÍO;EL CARMELO;IPD
19;19130;19130005;CAUCA;CAJIBÍO;EL ROSARIO;IPD
19;19130;19130006;CAUCA;CAJIBÍO;LA CAPILLA;IPD
19;19130;19130007;CAUCA;CAJIBÍO;LA PEDREGOSA;IPD
19;19130;19130008;CAUCA;CAJIBÍO;LA VENTA;IPD
19;19130;19130010;CAUCA;CAJIBÍO;ORTEGA;IPD
19;19130;19130013;CAUCA;CAJIBÍO;EL TÚNEL;C
19;19130;19130015;CAUCA;CAJIBÍO;CASAS BAJAS;IPD
19;19130;19130016;CAUCA;CAJIBÍO;EL RECUERDO;CP
19;19137;19137000;CAUCA;CALDONO;CALDONO;CM
19;19137;19137001;CAUCA;CALDONO;CERRO ALTO;CP
19;19137;19137002;CAUCA;CALDONO;EL PITAL;IPM
19;19137;19137003;CAUCA;CALDONO;LA AGUADA;C
19;19137;19137004;CAUCA;CALDONO;PESCADOR;CP
19;19137;19137005;CAUCA;CALDONO;PIOYÁ;C
19;19137;19137006;CAUCA;CALDONO;PLAN DE ZUÑIGA;C
19;19137;19137007;CAUCA;CALDONO;PUEBLO NUEVO;C
19;19137;19137008;CAUCA;CALDONO;SIBERIA;CP
19;19137;19137011;CAUCA;CALDONO;ANDALUCÍA;C
19;19137;19137012;CAUCA;CALDONO;GRANADILLO;C
19;19142;19142000;CAUCA;CALOTO;CALOTO;CM
19;19142;19142001;CAUCA;CALOTO;CAMPO ALEGRE;CP
19;19142;19142004;CAUCA;CALOTO;EL PALO;IPM
19;19142;19142005;CAUCA;CALOTO;EL PLACER;C
19;19142;19142007;CAUCA;CALOTO;HUASANO;C
19;19142;19142009;CAUCA;CALOTO;LA PALOMERA;IPM
19;19142;19142010;CAUCA;CALOTO;LA PLACA;C
19;19142;19142011;CAUCA;CALOTO;QUINTERO;IPM
19;19142;19142012;CAUCA;CALOTO;CARPINTERO CHIVERA;IPM
19;19142;19142013;CAUCA;CALOTO;EL ALBA (PARAISO, LOS MANGOS);C
19;19142;19142015;CAUCA;CALOTO;LA ARROBLEDA;C
19;19142;19142016;CAUCA;CALOTO;SAN NICOLÁS;IPM
19;19142;19142017;CAUCA;CALOTO;SANTA RITA;C
19;19142;19142024;CAUCA;CALOTO;LOMA PELADA;C
19;19142;19142026;CAUCA;CALOTO;EL PEDREGAL;C
19;19142;19142030;CAUCA;CALOTO;CRUCERO DE GUALÍ;IPM
19;19142;19142031;CAUCA;CALOTO;HUELLAS;CP
19;19142;19142032;CAUCA;CALOTO;ALTO EL PALO;CP
19;19142;19142034;CAUCA;CALOTO;BODEGA ARRIBA;C
19;19142;19142038;CAUCA;CALOTO;EL NILO;CP
19;19142;19142039;CAUCA;CALOTO;EL GUÁSIMO;CP
19;19142;19142044;CAUCA;CALOTO;SANTA ROSA;CP
19;19142;19142045;CAUCA;CALOTO;TOEZ;CP
19;19142;19142046;CAUCA;CALOTO;CAICEDO;C
19;19142;19142047;CAUCA;CALOTO;EL CREDO;CP
19;19142;19142048;CAUCA;CALOTO;GUABITO;CP
19;19142;19142049;CAUCA;CALOTO;LA ESTRELLA;CP
19;19142;19142050;CAUCA;CALOTO;LÓPEZ ADENTRO;CP
19;19142;19142051;CAUCA;CALOTO;MORALES;CP
19;19142;19142052;CAUCA;CALOTO;NÁPOLES;CP
19;19142;19142053;CAUCA;CALOTO;PAJARITO;CP
19;19142;19142054;CAUCA;CALOTO;TIERRERO;CP
19;19142;19142055;CAUCA;CALOTO;EL VERGEL;CP
19;19142;19142056;CAUCA;CALOTO;EL PILAMO;CP
19;19142;19142057;CAUCA;CALOTO;ALTAMIRA;CP
19;19142;19142058;CAUCA;CALOTO;DOMINGA ALTA;C
19;19142;19142059;CAUCA;CALOTO;EL ARRAYAN;C
